client_id,message_id,response_time_ms,leaf_node,category,Number of Clients
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-829e9b6c-3f9d-461f-9eb8-7385ab423d02,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-383faff3-218b-4b9e-8171-3e84c2641e15,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-35fb5775-f4cf-404a-acb2-ebbd0b8c1fdd,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-f70306a7-cc68-4567-9758-56bbbbcabe51,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-b56373e9-54e7-48fa-9586-1ae63ee39092,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-18a87dfe-3d41-4386-a302-cb925481add3,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-ca67cd7c-f624-4e10-975c-e25f920b293d,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-e290f6fe-fbe7-4afd-98aa-9933c2a8a287,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-970d915b-c6e5-44a8-b4ce-1d6c43013810,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-733b34a4-a4e5-40ef-99fc-ba56ed6aaa46,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-5ada679e-0177-4b24-b3b0-652bf1cfb13b,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-ee84d996-9a16-407e-afc3-e2c59cae51e4,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-b052987f-d981-4656-9d22-e4433d2b68f7,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-9dea56b5-e66e-445b-9a20-152b0aae2a2e,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-811146a5-d8e0-461a-813a-4cab6a7c8469,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-7cbd3254-2696-4ff9-9d62-0e06d76cc20d,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-04ad55eb-529a-4b07-8d0d-1736c1af2bb2,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-580c033c-8dbc-45ee-9dee-d99e19efabf6,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-ea2ed1ae-6e78-4058-9d4b-3306f0dc6791,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-2446fd32-3ae4-4107-a975-4b06468d28d1,0.0,LN2,Same Super-Peer,1
1,TestClient-1-74288b44-30ac-4c75-a146-4afa6a747ef5-ef406171-4747-48f0-be31-1fcee99f7ae7,0.0,LN2,Same Super-Peer,1
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-54e00241-d23e-47f1-9b0c-222da6240833,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-8741624c-858c-44bf-805a-c9d602c7dc5a,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-42da259b-f54a-4a2b-b8ad-1ddd1201e325,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-edda203f-26f0-4c76-93e7-ee80e0e0f427,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-6022e1ec-29b2-42bd-8ae0-a25f695fc2be,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-d1dcfd6c-089e-4b45-9c21-3697719900d3,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-1756c5f9-c347-49e6-bf05-c5afd9e37110,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-6a539aa1-a68e-4cf3-916a-3daecb6b9f1c,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-19cec365-dfea-4313-bd75-623c6fc2c78e,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-4669511c-3b38-4526-878b-ad2db45e35c0,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-0d615552-7de6-4693-b0ef-0d3d05f677c3,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-dd50c78b-bfd9-42e8-8661-c2bbcfad9bb1,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-d34cbeb6-9426-4583-b486-b933c92c298a,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-7cc14e21-3701-4cf4-b3ee-9ed0037f6079,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-94c5f938-661f-4922-b5f0-3af9ea68fe06,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-4ef9fa08-3a6a-4cbd-8f37-bcdc0c9ee1b1,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-e172c717-7138-4a35-ae03-79fa61b7bab6,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-8431849d-b09a-40f4-b0b5-ccd3cd6c612a,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-79f6d330-49aa-4d8b-bf3e-94e92ecb4fd6,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-f2020967-6b51-4e3e-be1e-15c195b673a1,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-edcf2654-48d8-4d33-9cc8-495ca2c6282e,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-e236113a-0e1f-483c-bb74-9fe125b47739,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-f02986d1-5bc5-4e15-9551-3750c0b0e0f2,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-fdbf2e2c-23c8-4f94-a554-252fac8222b0,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-6bf81613-be7e-41e4-ae50-0ce8b1096ec5,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-dc0116c7-ccf0-4e77-8859-efe16dfda8a2,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-086518e0-6213-4488-ae7c-898ae69705ce,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-4df0677f-c56d-4d85-8ab2-2f291b6774ce,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-93abd698-3996-44a7-bf74-20589242378c,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-ae58e62a-838f-4553-9ce0-a2f7fd32b52c,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-e2957cba-abb3-4ea0-8dda-d5f002820317,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-1654770f-4083-4d47-98b3-4e88ca8a2a70,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-fe0afc09-9d41-4fcb-b5da-7725bedfc954,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-f37ce1f5-a1e2-475e-960d-e5086f343481,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-3c541ba2-3cdd-4145-a9fb-745d986b1322,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-67ca58bd-61f9-498e-aeb0-f10888613b6b,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-af283048-9286-403c-bd6e-e9d77558d68c,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-1f4a371a-612a-437b-a200-ba1611897f39,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-0a2f2243-3e34-4d81-a0db-fbd85215dd65,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-6ab7d899-a4fd-4fcf-825f-e4d46e4f766a,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-04677f7d-2100-4087-a783-6558bafda89f,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-a670aff3-d788-4b01-9693-4b93241a7d3e,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-edf9f427-0b89-4d90-8f2d-6b2907e33f4c,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-8dc37bb2-d6e0-422c-852f-0b62e3a470f8,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-a328a78a-4a85-43dd-8084-f3e710870d1a,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-5808275d-8aee-4ea1-aea2-b01b27f78e94,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-e3691913-8ec8-430e-a5fe-3f26a8895951,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-5de1d69f-34be-4d73-8b7b-19dce7ef0396,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-90d0e184-0895-4581-838d-942226754e3a,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-94db8c76-1342-4d8d-b2a4-c8ed1d120f6a,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-b0cb288a-7321-47f8-ad73-d61b13cf74ff,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-c4e56386-0933-4ebf-995c-23de1b9627e7,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-a1699567-eb1d-41e7-a76d-d53765723afc,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-32043f39-b573-418f-81e7-8cf8ee667a79,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-7eda6dd2-b783-428f-a710-b099e90c53ea,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-dd1a6f95-96a2-4458-99d0-3b100ef5d36b,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-47e9a625-0ff8-4a24-9b41-3f9a54401d2e,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-f9e3ab2d-b419-4bc9-a986-f235b183e8f3,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-4aa658b5-68f9-4c19-82b4-354a62ca7a55,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-ce9bef05-9f4e-47fa-9156-2d67d4238034,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-9432b6f0-0a79-4561-acd3-612c36ae3aef,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-249d85ad-227e-4718-8438-dac0e30c840b,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-81e87e32-63ff-4451-bf56-195718abcd3c,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-f4a00aa6-c73c-4c2f-b692-1145066b7fb4,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-240ce5d1-0069-4876-a390-a67f4e40aa2b,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-e7705b12-447a-4b97-a884-74e763659485,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-8beb06fa-2431-4215-8809-c6616eadf96f,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-9557e12e-8d3c-4bfb-afc2-495719a9c2ab,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-8bd7298a-2a71-471b-85d6-457d3f696601,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-de27af61-9e7d-4292-a458-793710c2e449,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-94dd0113-66df-4b1c-9274-0b893c3723eb,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-cbbbc224-a93e-415c-ab6b-9f83ae644e5e,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-594d8f24-10fa-48b8-9b91-97bb10c3be7b,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-8bd452cc-2c1b-4b55-b904-a7cdbaef1f78,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-09d546ca-349b-4ce7-a1c8-14669c7ea494,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-bfe9ed54-6806-4136-bd78-be61ebbcdd4c,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-299194f6-9827-4bac-a048-6686cde43000,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-3142f40d-a24b-41dc-b25a-b556b3edceb4,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-3a17882b-da43-4345-a7cb-181c9c79b69d,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-0bf08231-c57e-403d-a745-ffaaeb16a37b,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-8c8e2aeb-3a31-47c2-b9c5-be128179ba47,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-9e25243d-4789-4154-b76f-c2acdae8c70c,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-29ffe8e5-7098-4b50-b278-fd49e6ef7527,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-7431461b-9601-40ca-8fb3-7c1854aebd86,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-ef62e267-8c53-4c50-b07f-70afc6d127d8,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-6846cd36-5b4a-4ebf-bfef-0e89ad7ea958,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-863a651b-abe9-4e7e-ab54-c4e2a3a2c9a4,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-602c74ce-5913-423a-ba70-91b1ff27ba21,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-5ec78d43-9ee5-466d-a073-84b2d6c9d49e,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-c8b53884-2a37-435d-a9fa-1fe3f1c9ad1c,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-004b83ba-b4da-4232-9a7c-47d53a955285,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-e2fae9d1-d8b8-4451-9c8d-0219d9851e85,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-8476605e-02b5-4b21-b327-46f7bfb95256,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-4f4729a4-49c5-45a4-b9ee-b42cd640a080,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-6997c7b9-abee-4821-8fcb-03a704e3bbbd,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-26826951-76c6-4d4e-a4b2-00356a7fb3d9,0.0,LN2,Same Super-Peer,2
1,TestClient-1-829db45d-421e-4ea4-a182-39cb9841c12b-8ce64171-dbf8-4d2e-8c64-3a7383913107,0.0,LN2,Same Super-Peer,2
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-ba29eb45-a42b-4096-aa85-2be48343352d,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-3d01e64e-8542-4b21-92da-775ff15ea9e0,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-9d615f9a-3e8a-447f-b941-5b5422877c71,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-7dd2c170-6a78-417a-9a0c-8fa8bfe9f0da,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-94dc1ec3-f27c-437c-89e7-a3a7c366f78e,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-aecab2d8-baf4-439c-88ec-95bc2ea44b10,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-88eba797-8dfd-40f8-9bd4-3e3a0c2e0fd4,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-046cb7cd-3a50-4dbe-9ad8-b7a4afcb008f,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-1bb7a413-362d-459b-8ad9-76e41cdbba15,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-46d4a73b-2dcd-4212-acc2-363be972499e,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-79428bfe-37dc-4eff-b1b8-9a53a9c6ad07,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-0f34883d-618b-4511-9b38-a0b92b42d554,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-24ac9c45-8685-4f83-8e27-f25485fe99b8,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-588d12b4-62a6-4fb3-ae23-f9de58d12da6,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-8cd1c00d-1efd-4dae-be08-724014cc7b8a,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-8bcd7486-3894-47b0-9a9d-4e9fe6ff6ce7,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-75e840a7-5180-42a5-960e-6f9c5288979b,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-2268e3ca-e35a-4cc6-9f1d-9b9f3ca5da62,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-db99c2b5-08b5-4c10-9fee-6961efec4a7e,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-289033a0-f04e-4f80-86d6-d6d8c4b67eb6,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-0ea00616-f08a-434a-8561-9b4c761cb9c4,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-a13ff77f-2374-4b05-9edb-09c20418c3cc,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-8902e54a-0033-4c20-b64f-ab47a6b5f7bd,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-75ef85f4-487c-454b-aaf7-8e46747232ea,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-d53ea810-7b04-4587-851b-256a85da31cc,0.0,LN2,Same Super-Peer,3
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-c4b50633-13df-4b64-a28a-942c539ece4f,0.0,LN2,Same Super-Peer,3
